text,sentiment
"I'm a big fan of surrealist art, but this film by Bunuel (with some ideas from Dali) left me cold. Bunuel had a life-long grudge against the Catholic church and delighted in trying to offend Catholics in fairly silly ways. This is one of the silliest; almost like what you'd expect from a smart-aleck 18-year-old in film class. The last few minutes of the movie, which have nothing to do with anything else, are a final nose-thumbing at religion.<br /><br />If you read the ""scholars"" regarding this slow-paced, occasionally amusing film, it's all about how the church and society are guilty of sexual repression. If that is indeed the point, then Bunuel expresses it in the most roundabout fashion possible. The central male character is a nasty brute who loves kicking dogs and knocking blind men down in the street, and who mentally turns billboard ads into strange sexual fantasies. Is this behavior the church's fault (for interrupting his lovemaking), or is he just a jerk? I vote for the latter. I think Bunuel must have had a lot of personal hangups and chose the Catholics as the ones to blame.<br /><br />There are a few moments where you might cry, ""Aha! surrealism!"": a cow in a bed, a giraffe falling out a window (a poor model), a man shredding a feather pillow, a woman flushing a toilet while we watch pictures of seething lava (or a mud pit...hard to tell in B/W). The rest is forgettable self-indulgence. Unfortunately, Bunuel was still chasing the same bogey-men through the rest of his career (Viridiana, Discreet Charm...). If you're interested in seeing surrealism on the screen, check out Jean Cocteau's early work.",neg
"The recent documentary ""The Adventures of Errol Flynn"" is an in-depth look at the Ultimate Hollywood Hero. Bogart,Cagney, Wayne and the like were basically blue collar types in their screen images but Flynn was an aristocrat in his style and manner, the younger son out to carve out his own fiefdom for a sword,thunder and romance analogy that ironically he found himself trapped in. If he hadn't been under contract to Warner Bros. he would've of been perfect in the Cary Grant role in Suspicion: the good looking charmer whose 1000 watt smile blinds one to the fact that he's a predator. And he could've starred with his best leading ladies sister Joan Fontaine. That was Flynn's trouble he was the Ultimate Screen Hero until his own habits and bad timing caught up with him. Grant and Flynn in a way are similar but Flynn was the more macho of the two;it is possible to see Grant as Captain Blood but Flynn in The Philadelphia Story Mr. Blanding Builds his Dream House,or Monkey Business,or Operation Petticoat would've turned those roles on their collective ears because he's too damn sure on his feet and the sexual tension he would've brought naturally would've made the story lines wobbly. But this wobbly biography is just a plasticized view of Flynn and his era. There are times when I half expected a laugh track or an audience to go ""Ahhh"" at some point. It doesn't go deeply into Flynn's life just the screen magazine view. It also doesn't delve into his struggle to be considered more than a derring-doer. Like the cleaned up biographies of Lon Chaney( the father,not the Wolfman,or Lenny""Of Mice and Men) and Buster Keaton done in the '50's this is just a time killing piece of fluff",neg
"This film IS brilliant...... without a doubt. Watched it a while ago after constant pestering from family members who are right into their sci-fi films (which I am not), and thought it was quite good. But after recently watching a few documentaries on outer-space etc we watched it again... and it IS good.<br /><br />Kevin Spacey is without doubt one of the greatest actors ever and I really like Jeff Bridges (Big Lewbowski, Blown Away, Arlington Road). The film revolves around a patient in a nursing home who claims he is from another planet. Yeah right, you think... but what if his story is so believable that even his psychiatrist begins to wonder if he is telling the truth.<br /><br />That is how the story evolves with Bridges going through all kinds of emotions dealing with Prot (as he is known), his own psychiatric colleagues, his wife and family, his brother-in-law and his cosmologist astronomer work colleagues (who after getting some data from Prot, pretty much admit that he might be telling the truth!) A great film... that get's you wondering.....<br /><br />8/10 Dave",pos
"Low budget horror about an evil force. Hard to believe in this day and age, but way back when this stuff actually used to get theatrical release! These days this sort of thing would either go direct-to-video or straight to cable. Shouldn't be too hard to avoid this one; who's ever heard of it?",neg
"I understand the purpose of the director to tell stories that aren't stories, but the way he tried to show time passing by (the couple of joggers, who first appear jogging together, than jogging with a stroller (sic!), than the man alone...) and to link the ""adventures"" of the characters (the final scene, with the maid climbing a mountain seeing the big black guy on another cliff, and then seeing the boat with her former employer and saying ""Oh, a boat!"") were awful. At the same time, I liked the way he portrayed the middle-high class, even in an excessive way. I think it is a lousy movie. If you want to watch it, do it as a film school student, trying to see technical aspects and issues. It will help a lot.",neg
"Robert Florey and James Wong Howe gave this a frightening, Expressionistic look. Scenes are shot at weird angles -- especially scenes involving figurative and literal lady-killer Zachary Scott. His sociopathic behavior presages another superb, medium-budget movie, ""The Stepfather,"" by more than two decades.<br /><br />The entire cast is excellent, though (though no fault of her own) it's hard to think of Joyce Compton as anyone but the singer in ""The Awful Truth."") Scott, Bennett, Emerson, DeCamp (especially, and though playing an older woman looking gorgeous) -- they couldn't have been topped.<br /><br />Setting a creepy lodger-in-the-house-of women story against a background of psychiatrists is a risky trick that pays off beautifully. Nothing corny at all.beautifully. Nothing corny at all.<br /><br />The resolution is a little pat, unfortunately. Not Emerson's getting together with Bennett. That makes sense. But Scott is dispatched too quickly. I seem him more as a Mr. Ripley character, who could have escaped everything -- the botulism, the murder rap, the jealous sisters -- and disappeared into the great world beyond this story. That would not have impeded the essentially happy ending of the secretary and her boss finally getting together.",pos
"Along with Cops, The Goat is one of Keaton's two funniest shorts. Which makes it one of the best shorts ever made. This has an decent ""plot"" for a short, and it forms a perfect line on which to hang some great gags. Keaton is mistaken for an escaped convict (how the mistake happens is a classic) and then must elude the authorities. Best gags - the bread line and t he ""elevator"".",pos
"As a Scot I find the idea of ""Macbeth"" shifted in Time and Space to America totally moronic.I am sure this doesn't apply to broadminded IMDb Users,but why are so many Americans unable to relate to ANY film concept that isn't set in their Country ? This attitude does Americans no favours in the Big Wide World out here.<br /><br />It was bad enough that ""The Wicker Man"" was remade and set in the USA ,totaly stripped of its Cultural context, and with a Polticaly Correct gender change for a leading Character.<br /><br />One wonders what next,Robert The Bruce as a New York cop ?,Mary Queen of Scots as a ""Soccer Mom"" juggling ,kids ,a career and relationships ?<br /><br />Come on Hollywood, open up to all the other Cultures on the Planet!",neg
"What can I say about this film that won't give you any preconceived notions when you see it? Very little. The plot has to do with the return from hospital of a teenage girl after she broke down. What follows after that is the movie. It is one of the creepiest most mind blowing films of the past several years. Everything about the film is just slightly off center and leaves you feeling ill at ease well after the film has ended. It is not a perfect film. The film has problems in its final half hour which make an already confusing story, even more confused.(If you've read any number of other comments here on IMDb and elsewhere you'll know that a great deal of time has been spent trying to unlock what actually is going on) I'm not sure what I actually think of this film beyond the fact that it scared me and disturbed me in ways that most well known horror films ever have. If you like horror, and don't mind not having everything clearly summed up I suggest you try this since it will more than likely make your skin crawl.",pos
"I wish that all the mockumentaries and horror spoofs would go away. If you are going to investigate loch ness..do it for real. Enough of the bull****. Same with horror and sci-fi..if you are going to make a movie and it is supposed to be scary..make it scary..not funny. I hate when watching a horror movie and the character is fighting for their life(or running or whatever..their life is at stake) and they are cracking jokes. This never happens..cmon where have all the good directors gone? I think horror and sci-fi have really gone down the tube since the 70's. I long for the days that a horror flick was scary..all this ""scary movie"" crap is for the birds. This film is also for the birds. If you really would like to see a good investigation or here serious talk...don't expect it in this video.",neg
"I thought it was weird and just gory, not scary. I have seen a couple of the Japanese horror films, Ringu and Juon, and loved them; but this movie was a disappointment. It never even explained anything about the curse. I just didn't see any horror... it wasn't scary to me at all. The whole time I was watching I was waiting for Kirie to discover the secret of the curse and why it was happening now. If this was some ancient curse, why didn't it happen before Shuichi's father? And it never told us what happened to her father. I kept waiting for someone to tell us the meaning or the reasoning behind this curse and then it just ended. I was very disappointed.",neg
"Not a film of entertainment, but of real lives & limited ambition for the working class in 60's. Enjoyable because of my upbringing, not sure it'd work for most people. Typical Loach. Full of TV actors/actresses of 70's/80's/90's.",pos
"This wretched psychodrama uses every shabby device in the book to wheedle attention and sympathy from us for its characters, who, with one exception, are not worthy of any notice at all, let alone two precious hours of filmgoers' time.<br /><br />As in Robert Redford's ""Ordinary People"" (a superb film that, in comparison, clearly shows up the vacuity of ""Heroes""), a late teenage boy has died, leaving his family in the throes of bereavement. In this case, the death was a suicide, an event that nearly always poisons the emotional well of the survivors in a particularly corrosive way. We follow these people over the next 8 or 9 months.<br /><br />The father (Jeff Daniels) becomes a withdrawn, virtually mute, usually drunken stiff who secretly takes leave from his job for months, sits instead on a park bench all day, and insists on setting a full plate of food at the deceased son's place for every meal. He treats everyone else in the family with unerring nastiness. He sees his doctor regularly but the issue of therapeutic intervention in his obviously dysfunctional state never comes up.<br /><br />The mother (Sigourney Weaver) yells at the neighbor woman, among others, gets busted when she stupidly tries to buy ""marijuana"" (her term) at a head shop (what adult in reality would ever try such a dumb stunt?), and, near the end, swoons into coma with a lung condition that everyone in the theater assumes is cancer (she's a heavy smoker). Ms. Weaver has a few flip lines but generally behaves too unintelligently to merit much empathy. <br /><br />It's not that there aren't people out there who behave in these silly ways when severely stressful circumstances arise. But why make a film of such drivel? What can anyone learn from this pair's conduct? <br /><br />The deceased's older sister (Michelle Williams) is away at college and all too happy to distance herself from the family zoo. The younger brother (played by Emile Hirsch) is the only credible member of the family. His suffering is genuine, its causes multifold, and his conduct is coherent within the circumstances. But Hirsch's character is too soft spoken, too morose and beaten down, to carry the movie. The other bit players, subtexts and cutesy, unreal dialogue don't help.<br /><br />The suicide theme is echoed in an almost nonchalant manner in the case of two other minor characters. So what is the writer-director, Dan Harris, trying to say about this subject? That it isn't a serious matter? Why Jeff Daniels agreed to play the sap of a father as written in this screenplay is something only his therapist might possibly be able to answer. Avoid this dog. Instead rent Redford's classic. My rating: 4/10 (C-). (Seen on 2/17/05). If you'd like to read more of my reviews, send me a message for directions to my websites.",neg
"I'm glad that I did not expect too much when I saw this sequel to one of my favourite childhood films. The storyline was dull and unconvincing as were the characters, and I was disappointed that some of the characters in the original were not in this sequel. I also did not think that the characters themselves were similar from the previous film. Charlie had changed, and now, he has a girlfriend. The first film had some good music, but the music in this film was unmemorable. In short, this film just did not do it for me. And, looking at other user feedback, it looks like it didn't do it for a lot of you. It's not worth watching.",neg
"The Bothersome Man is one of the best foreign films I have ever seen. All the technical aspects are, in my opinion, perfect (lighting, acting, directing, pacing, etc). The STORY is breathtaking.<br /><br />Seemingly beyond death, our main character finds himself inhabiting a world without beauty, passion or anything remotely pleasing to the human senses. His work is cold and uninteresting; his relationships are numb and uninspiring, and when it all becomes too much, he seeks to end it in front of a train. But it doesn't end - he can not leave this strange world by suicide! Working his way back to a man who seemed to be feeling he same isolation and loneliness, our main character joins him in excavating a stone wall in hopes of revealing the source of a strange and wonderful smell and music. Just as they break through - and I will not reveal THAT much, it all comes to an end and the movie ends as oddly as it began.<br /><br />Suffice it to say you will either love this movie or hate it. I feel that it is like a magical poem - open to many different interpretations and all of them as valid as the next. If you enjoy new experiences in film and want to be taken away from Hollywood's crap-feast, try this movie!<br /><br />9/10 (and I don't rate easily!) because in spite of its darkness, this movie left me with a sense of something greater...something mysterious and beyond ourselves. Well done!",pos
"Oddball black-comedy romance featuring a great cast and a less than stellar script. Brenda Blethyn (""Lovely & Amazing"") is the title character 'Betty', a woman trapped in a loveless marriage with a man who is obviously having an affair with his beautiful, blonde secretary. Guess who's playing this minor role, yup! Naomi Watts (""Mulholland Drive"") must of sandwiched this project in before her superstar status was insured with the blockbuster thriller ""The Ring.""<br /><br />On the male side of the cast list there's the woefully miscast Alfred Molina (""Frida"") an old-fashioned undertaker who suddenly decides to reveal his desires for 'Betty' which have lain dormant for decades. Perhaps Miramax is hoping Molina's turn in the upcoming ""Spider-Man 2"" might generate some interest in this little trinket which belongs on the DVD rental shelf.<br /><br />But the award for wildest thankless performance goes to Christopher Walken (""Catch Me if You Can"") who goes completely over the top as 'modern' undertaker with his Vegas-style funerals in a small provincial town. His character must have parachuted into the village because there's little reason for him to exist in this script.<br /><br />That said, if you'd like to see some top-notch actors engage in some low-brow humor then this one's for you, and if this isn't your cup-of-tea then try renting ""Harold and Maude,"" the ultimate funeral movie that's still funny to this day.",neg
"This movie looked like it was rushed to release for some reason. Definitely not a well made movie. So unbelievable. The scenes where the President (Holbrook) were downtown and walking among the people were a farce. There would not be a chance for the common folk to be within 30 yards of the President in that situation in real life. If it wasn't for the blood and profanity, this was shot like a TV movie. It could have been decent if it was done differently. Holbrook's (President) talents were never realized in this movie. Shatner's acting is okay. The production values in this movie leave a lot to be desired. Overall, I think most people would be better off not wasting time to watch this affair.",neg
"After 15 minutes watching the movie I was asking myself what to do: leave the theater, sleep or try to keep watching the movie to see if there was anything worth. I finally watched the movie: what a waste of time. Maybe I am not a 5 years old kid anymore!",neg
"I enjoyed the beautiful scenery in this movie the first time I saw it when I was 9 . Dunderklumpen is kind of cute for kiddies in a corny way. It reminded me of HRPUFFINSTUFF on sat mornings, Its Swedish backdrops make it easy on the eyes . Don't expect older kids to be interested as the live action/animation is way behind the times and most older kids will get bored.This is definitely an under 10 age set movie and a nice bit of memories for those of us who were little kids in 1974.",neg
How his charter evolved as both man and ape was outstanding. Not to mention the scenery of the film. Christopher lambert was astonishing as lord of Greystoke. Christopher is the soul to this masterpiece. I became so enthrawled with his performance i could feel my heart pounding. The entireity of the movie still moves me to this day. His portrayal of John was Oscar worthy; as he should have been nominated for it.,pos
"I saw this movie a fews years ago and was literally swept away by it. So charming and so very romantic. David Duchovny and Ms. Driver have chemistry that is so hot, you will need to take off a layer of clothing. The supporting cast is 100% top notch. Just watching Caroll O'Connor and Robert Loggia play off one another is pure poetry. Bonnie Hunt and Jim Bellushi and a wonderful team and some of the films most charming moments are when they are on the screen. Like Jim Belushi screaming at his children to go to sleep ""FOREVER!"" or him dancing in the kitchen. This film made we wish I knew people like that in my own life. Not to mention, what woman does not want David Duchovny for a boyfriend?",pos
"For a country that has produced some of the world's finest dramatists and has such a rich musical heritage it has always been a source of bewilderment to me why so much of Ireland's home-grown cinema has been so appalling. Perhaps because, by its very nature, those talented in the field of Irish cinema have been quick to abandon their native shore for careers in Britain or America, (Colin Farrell is a recent case in point), and that the really successful Irish directors that have continued to work in Ireland and with Irish subjects have made their films with international money and an eye on the international market. I am thinking particularly of Jim Sheridan and Neil Jordan who alternate between films with an Irish setting and projects filmed abroad.<br /><br />""Middletown"", however, is very much an Irish film even if two of its principal actors are English. It's certainly well-made of its kind and might have bucked the trend that Irish films aren't really very good; (Paddy Breathnach's ""I Went Down"", written by the brilliant young playwright Conor McPherson, is a crucial exception). Unfortunately this tale of fundamentalism set in a fictitious Irish town, presumably in the North of Ireland judging by the accents, (Mid-Ulster Bible-Belt, if you ask me), and presumably in the recent past, (the fifties? the sixties?), is so over-the-top that it really is quite ridiculous.<br /><br />Nothing in the film rings true and you can't help feeling it's writer, Daragh Carville, has been strongly influenced by Flannery O'Connor and that the whole thing might have made more sense had it been set in the American bible-belt and not in Ireland where even the most extreme Protestant fundamentalist was never quite as loony as this. It's all meant be to be grim in a grand guignol kind of way and it certainly is, though I was more prone to giggles than frisson's at the right Reverand Matthew Macfayden's antics. He has the Ulster accent off pat and there is nothing wrong with his acting or indeed that of Daniel Mays as his brother, Gerard McSorley as his father or Eva Birthistle as Mays' wife but the script is so appallingly derivative that good acting can do nothing to save the film. So rather than a step up the ladder for Irish cinema ""Middletown"" is, I'm afraid, just another nail in its coffin.",neg
"This is one of a rarity of movies, where instead of a bowl of popcorn one should watch it with a bottle of vodka. To be completely honest we are a group of people who actually know the man, Mo Ogrodnik, and decided to drink ourselves stupid to this film.<br /><br />The cinematic aspect of Wolfgang Something's photography seems to have left out both close-ups and breasts. Mo and Wolfgang's collaborative effort revealed the passion of the two actresses, plastic peens holding passion. There's also beetle banging. As Violet would have put it: ""This (plastic peen) goes up your butt"". The rat porn and subsequent rat smashing is awesome. <br /><br />Alright. So if you are still reading, let us explain who we are. Mo Ogrodnik teaches at NYU and we are a group of her students, who, finishing a film class with her, decided to get poop- faced and watch here directorial debut. She also wrote Uptown Girls. I can't tell you how much that's been hammered into our skulls. So this movie is quite the experience. At the very bottom of this post will be a drinking game we created for this movie. <br /><br />About 13 minutes into this game, none of us could see straight. The sheer amount of Dido's in the first thirty minutes created enough reasons to drink to pacify an elephant.There was something secretly pleasurable about seeing two underage girls hit on a Kurt Cobain lookalike with absolutely no context, save for his mysterious scene at the convenience store where he was oh-so-naturally reading a local newspaper. Because that's what we all do. The heart-shaped glasses were delightfully derivative of Lolita. And something about that provocative scene of the nude chin-up boy suggests the director's history of homosexual pornographic experiments. We wish we were kidding.<br /><br />Enough intellectual contemplation. ON TO THE DRINKING GAME! This will ensure that the viewing experience is a positive one. It's very simple, and very likely to send at least one member of your party to immediate care.<br /><br />The Mo Ogrodnik/Ripe Drinking Game: 1. Every time you see anything related to pornography, take a drink. 2. Every time you see auteur Mo Ogrodnik's name appear, take a drink. 3. Sex. 4. (plastic peen) require two drinks. 5. Any time somebody points a gun at another character, take a drink. -At this point you will probably need to refill/pee pee any remaining sobriety from your body.- 6. Any time there is blood (INCLUDING ""LADY BLOOD""), please take a sip! 7. The underused hula-hoop girl requires one drink per second. 8. Gratuitous use of the ""magic black man"" requires one drink. 9. If you can't figure out the through-line, KEEP DRINKING, Beyotch. 10. Whenever you are able to predict a line, take a drink. Trust us. It's easy. <br /><br />That's it, internet! Keep drinking, and try not to get riped.<br /><br />-Hawaiian Smirnoff Punch, Jr.",neg
"In the 70's in Afghanistan, the Pushtun boy Amir (Zekeria Ebrahimi) and the Hazara boy Hassan (Ahmad Khan Mahmoodzada), who is his loyal friend and son of their Hazara servant Ali (Nabi Tanha), are raised together in Amir's father house, playing and kitting on the streets of a peaceful Kabul. Amir feels that his wise and good father Baba (Homayoun Ershadi) blames him for the death of his mother in the delivery, and also that his father loves and prefers Hassam to him. In return, Amir feels a great respect for his father's best friend Rahim Khan (Shaun Toub), who supports his intention to become a writer. After Amir winning a competition of kitting, Hassam runs to bring a kite to Amir, but he is beaten and raped by the brutal Assef (Elham Ehsas) in an empty street to protect Amir's kite; the coward Amir witness the assault but does not help the loyal Hassam. On the day after his birthday party, Amir hides his new watch in Hassam's bed to frame the boy as a thief and force his father to fire Ali, releasing his conscience from recalling his cowardice and betrayal. In 1979, the Russians invade Afghanistan and Baba and Amir escape to Pakistan. In 1988, they have a simple life in Fremont, California, when Amir graduates in a public college for the pride and joy of Baba. Later Amir meets his countrywoman Soraya (Atossa Leoni) and they get married. In 2000, after the death of Baba, Amir is a famous novelist and receives a phone call from the terminal Rahim Khan, who discloses secrets about his family, forcing Amir to return to Peshawar, in Pakistan, in a journey of redemption.<br /><br />I am not familiar with the Afghan culture and I did not read this novel in spite of the recommendation of my daughter, and yesterday I decided to watch this movie on DVD. I found a good story of loyalty, cowardice, betrayal and redemption, with a brief insight in the recent history of Afghanistan, from a peaceful period in the 70's to the present days with the Taliban. The actors and actresses have great performances, giving credibility to the realistic story. The arid locations in China recall the images we see in television from Afghanistan. In the end, I found ""The Kite Runner"" a good movie. My vote is seven.<br /><br />Title (Brazil): ""O Caçador de Pipa"" (""The Kite Chaser"")",pos
"If you are a Catalan nationalist anarcho-socialist with unnuanced reverence for the mythologies of the Spanish republic, this movie may be for you. Two brothers, real-life ones (one of them being Marc Recha himself), re-enact a fictional version of a real-life journey they had made through the spectacular Catalan countryside, and history is evoked (pans of bullet-holed walls, artillery booms on the soundtrack) but not shown. There is very little dialog, and most of it is incidental: the story is told in a third-person voice-over, the voice being that of an actress impersonating the real-life sister of the real-life brothers. The images have little to do with what story line there is, which isn't much. Many are stunning, brooding pans across stark semi-arid mountains and rivers (think Terrence Malick or Gus Van Sant -- there's not a little of both ""Gerry"" and ""Last Days"" here), interspersed with some stunning still images and motionless frames. These are best enjoyed within the film's superb natural sound environment and without the ultimately tedious narration or even the occasional background music (some quite good, some rather odd, but all gratuitous). The best of what this movie has to say is said in these sequences, with their occasional comment-less inclusion of power stations and dams.<br /><br />The relationship between the brothers is left sketchy and generic; a major character is a man-biting catfish, never shown. The more the Catalano-nationalist anarcho-whateverist commitments of the director are suggested, the more the film's richer, unspoken message is subverted and the more irritatingly narcissistic the experience becomes. Though the director said at the NYFF screening that the film was conceived from the beginning with its third-person narrative, I'd like to see a version of it without the narrative or the music and with only the natural soundtrack and minimalist dialog -- the result might be more moving, and would in any case not be that much less baffling.<br /><br />Meantime, this is most likely the only film you will see this year in which a guy strides into the frame with a cloth object (the bathing suit he had been wearing?) dangling from his penis. This is one of the few moments in the whole movie in which your interest is (sorry) pricked by something that's actually happening on screen (what is that? why's it hanging there?), but, as usual, no answers are provided. Very Warholian, very sixties, and a not a little tiresome.",neg
"Nightbreed is not only great, it is also unique, even taking into account other Barker's movies, which never lack originality. An amazing adaptation of a very interesting idea for a book. For the horror genre, it has quite a few of subtle symbolics and references. Certainly a lot of fun to have, a a bit to think about, if one cares to. And, not to forget, a nice music score. Well, the special effects, as usual, get old faster than anything, but that is probably the only drawback. I've just seen it again after ten years, and I still find it something to recommend.",pos
"I loved ""Flash Gordon"" as a child and watching the series again on DVD brings back such fond memories. Each 15-minute episode features the adventures of our hero Flash, the lovely Dale Arden, and intrepid Dr. Zarkov on the planet Mongo, with Flash escaping death at every turn: The Shark Men nearly drown him, he faces the Fire Monster in the Tunnel of Terror, and he's in mortal peril in the Static Room! <br /><br />The characters are still fun: Buster Crabbe is every bit the blonde dreamboat hero and Jean Rogers is a delicate and beautiful Dale Arden. Princess Aura still plots to steal Flash for herself, King Vultan of the Hawk Men still has his booming laugh and angel wings, and Ming the Merciless, Emperor of the Universe, is still giving everyone the evil eye and the creeps.<br /><br />This serial probably wouldn't interest children today with its hokey effects - oh, that spaceship! - but it's a fun bit of nostalgia for those who liked it the first time around. The actors play it straight and don't play down to kids. I appreciate that young viewers were expected to read the chapter synopses which had pretty big words in them.<br /><br />I'm glad this came out on DVD. It's a lot of fun to revisit this classic sci-fi serial.",pos
"The story starts off in the home of a little girl who is going to have a Birthday Party and both the mother and father seemed to act rather quiet and reserved with each other. They proceed to give their daughter her present which is from both of them and it stuck me funny the expressions on the two parents faces as they gave their child this gift, it was almost like, 'I hope she likes it'! There is a killing in the film and Catherine Mary Stewart,(Julia Kerbridge),""Reaper"",2000, gets involved with the case because of family ties. Julia is working hard to become a doctor and this particular murder disrupts her entire life. Rob Lowe, (Kevin Finney),""View From The Top"",03 is a next door neighbor in the same apartment dwelling as Julia and he eventually goes to bed with her and tries to help her in other ways. This is not a bad film, but it is certainly nothing to go crazy about, unless you like a film location in Canada and a good looking Catherine Mary Stewart, a native from Canada.",neg
"We just saw this film previewed before release at the Norfolk (VA) Film Forum, and there was general agreement on two matters: There were excellent performances in a first rate drama by the two leads and by others: and secondly, the marketing for this movie will only bring disaster. We saw a lurid poster with chains and suggestive commentary implying some sort of wacko sexual relationship between Samuel Jackson and Cristina Ricci, whereas the movie has some real depth and some thoughtful ideas. What's sad is that people looking for near porn will be drawn in to see the film and will be disappointed because it will be too ""heavy"" for them, while the people who would really enjoy it wouldn't be caught dead walking into the theater showing it. Too bad. A good film wasted.",pos
The Animatrix: A Detective Story is very well planned and has a great storyline to go with it. Carrie-Anne Moss plays Trinity in this animated cartoon. I really like the 'Private Detective' ideas created by the Director.,pos
"I was Stan in the movie ""Dreams Come True"". Stan was the friend that worked at the factory with the main character and ended getting his arm smashed in the machinery and got carried out screaming (where was the ambulance?) The acting in this movie was for the most part pretty poor with mostly local actors from the Fox Valley, Wisconsin. I saw the movie on the big screen. It played 2 nights in 3 theaters and was something special to see yourself on the big screen. I may be bias, but overall, I enjoyed it. Also the soundtrack was the band Spooner, who later became Garbage. My brother, Steve Charlton was also in the movie. He played Swenson the man who comes to the door on crutches to talk with the police.",neg
"too bad they showed palm trees that could not be more inaccurate for Connecticut in October ... this was filmed in New Zealand ...This Martha Moxley case had been 'cold' for 20-25 years ... her family worked hard to keep it alive and when Mark Fuhrman decided he did not want to be remembered only for his involvement in the Nicole Simpson case .... which could have been deleterious to his reputation (if it already hadn't)... Anyway, he followed along as the police tried to get enough information to write a book. ... with the use of flashbacks we can see the relationships Martha formed .... Unattended boys coming of age without a mother around to help and a dad who was always looped ...<br /><br />Plus the fact that they portray the real Martha as if she were a movie star... she was a cute sweet girl next door type. Other than that, the other characters were really great, especially Jon Foster and Toby Moore, who played as Michael Skakel and Tommy Skakel respectively. They were good as well, the costumers had to keep it all in the 70s look and back up to the 90s ....<br /><br />It kept my interest even when I caught on about the Skakel guy ....",pos
"The story of pre-unified China must be a popular one. Jet Li's Hero made the assassination of the King popular.<br /><br />This is another story made a few years earlier. It stars the incredibly beautiful Li Gon (Memoirs of a Geisha, 2046, Miami Vice) as the King's lover, who was sent to recruit an assassin so that the King could defeat him. She recruits Fengyi Zhang, but falls in love with him.<br /><br />No matter, he is not able to complete the mission anyway, as the King knew about him beforehand. I suspected he also knew, but went anyway.<br /><br />It was a beautiful story with massive military operations, and, of course, another chance to see Li Gong.",pos
"This is primarily about love in WWII, yet we must remember that it's also a biopic for Dylan Thomas and those around him at this particular stage in his life.<br /><br />The movie's timing is just great. It really captures what I think would have been the spirit during those times; smiling and hoping you're not going to get bombed. While it may prove boring to some, the movie does have a particularly dangerous edge to it.<br /><br />At one point, my heart was racing towards the end as the movie hits its climax. It really does feature some poignant moments that are handled with skill by the four main actors. Cillian Murphy is on fine form here, as is Matthew Rhys. Both are polar opposites and it makes for an interesting watch. The relationship formed between Sienna Miller and Keira Knightley's characters is wonderful and we have the acting to thank (and watch out for a cameo by Suggs of 'Madness'). <br /><br />Despite all of this, it's a rather slow movie. Coupled with the fact it's just shy of two hours, it's quite a slog to get to the conclusion.<br /><br />Overall, it's a solid non-fiction war movie with many wonderfully crafted moments that were no doubt helped by the splendid number of well-known British names behind the scenes. But it really does drone on for too much at times. Still, a worthwhile watch. 7/10",pos
"And now for another point of view: I didn't like it. I didn't finish it in fact. I know that ""Unforgiven"" is ranked by some as one of the greatest Westerns ever made. I know that it stars and was directed by Clint Eastwood, one of the icons of American cinema. I know that it won a bunch of Oscars. Still, I didn't like it. I don't like Westerns, and that's clearly a matter of taste, but I also don't admire Eastwood's acting. He is not and never has been a leading man. He is no Burt Lancaster, no Paul Newman, no John Wayne. In this film alone he is dwarfed by Richard Harris and Gene Hackman; they are both actors. No, Eastwood is a tall guy with a reedy voice who usually plays tough guys. Here he plays a retired tough guy. When I see him on screen, I see a man laboring at his acting. Then there's the anti-Western Western plot. It is too obviously intended to inject contemporary values -- a respect for the role of women, blacks, native Americans, and single parents; a disrespect for violence and drinking; the wholesomeness that comes with marriage, including interracial marriage, and small adorable children -- into a century in which those values weren't necessarily accepted, at least in these ways. By promoting those values, the movie comes across as mannered, if not preachy. Then there are the hoary movie stereotypes -- prostitutes with hearts of gold, the kid who can't shoot straight, the city slicker new to the wild West, the sage brush shimmering on a summer afternoon with a musical accompaniment in major chords. Finally there is the pacing of Eastwood's direction. I gave up after an hour. Eastwood was still riding north, chatting with Morgan Freeman and the kid who couldn't shoot straight, sixty minutes after the plot driven by the slashing of a prostitute was set in motion. It was way too slow. Somebody had to find these elements uncompelling. I am afraid it was me.",neg
"Yes,the movie is not a piece of art but the first time I watched it I was 10 years old,my parents were out and I stayed home with my two brothers.It was May 1970(I know that because I found a note about the cycle of horror movies that one network had).It's one of the most vivid memories I have with the guys.We ended all in one bed and covered up to the head! Our very first horror movie! We kept talking about it for years and laughing about the moment.Those were horror movies.Nowadays horror movies are always the same.Or was it better when we were kids enjoying without analyzing the plot and the cast and the dialogs? Most sure it was that.But for me this is a great movie!",neg
